ref,name,postcode,management,pupils_total_2022_23,religion_protestant_2022_23,religion_catholic_2022_23,religion_other_2022_23,religion_protestant_est_low_2022_23,religion_catholic_est_low_2022_23,religion_other_est_low_2022_23,religion_protestant_est_mid_2022_23,religion_catholic_est_mid_2022_23,religion_other_est_mid_2022_23,religion_protestant_est_high_2022_23,religion_catholic_est_high_2022_23,religion_other_est_high_2022_23,pcd,lat,lon,color,color_string,red,green,blue,radius,protestant,catholic,other
201-2638,Edwards Primary School ,BT817HY,Controlled,237,217,*,#,217,0,16,217,2,18,217,4,20,BT817HY,54.712165,-7.587335,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,153.94804318340653,217,0-4,16-20
201-2641,Killen Primary School ,BT817SD,Controlled,136,106,0,30,106,0,30,106,0,30,106,0,30,BT817SD,54.676376,-7.62298,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,116.61903789690601,106,0,30
201-2648,Gillygooley Primary School ,BT785PX,Controlled,23,18,0,5,18,0,5,18,0,5,18,0,5,BT785PX,54.611252,-7.386787,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,47.958315233127195,18,0,5
201-2660,Denamona Primary School ,BT782BN,Controlled,85,52,5,28,52,5,28,52,5,28,52,5,28,BT782BN,54.497618,-7.312571,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,92.19544457292886,52,5,28
201-2669,Queen Elizabeth II Primary School ,BT783RJ,Controlled,42,#,0,*,38,0,0,40,0,2,42,0,4,BT783RJ,54.442087,-7.538532,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,64.80740698,38-42,0,0-4
201-2671,Langfield Primary School ,BT784PG,Controlled,22,#,0,*,18,0,0,20,0,2,22,0,4,BT784PG,54.616985,-7.493971,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,46.9041576,18-22,0,0-4
201-2691,Omagh County Primary School ,BT790AJ,Controlled,370,229,50,91,229,50,91,229,50,91,229,50,91,BT790AJ,54.600998,-7.292169,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,192.35384061671343,229,50,91
201-2707,Dromore Primary School ,BT783EE,Controlled,46,38,*,*,38,4,4,38,4,4,38,4,4,BT783EE,54.510784,-7.454496,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,67.82329983125268,38,04-Apr,04-Apr
201-2708,Strabane Primary School,BT828DX,Controlled,270,66,166,38,66,166,38,66,166,38,66,166,38,BT828DX,54.83205,-7.461078,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,164.31676725154983,66,166,38
201-2711,Donemana Primary School ,BT820PH,Controlled,112,73,*,#,73,0,35,73,2,37,73,4,39,BT820PH,54.877979,-7.302308,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,105.83005244258362,73,0-4,35-39
201-6003,Jones Memorial Primary School ,BT745QF,Controlled,140,64,43,33,64,43,33,64,43,33,64,43,33,BT745QF,54.328868,-7.656817,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,118.32159566199232,64,43,33
201-6029,Drumachose Primary School ,BT490BS,Controlled,399,247,46,106,247,46,106,247,46,106,247,46,106,BT490BS,55.051176,-6.94439,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,199.74984355438178,247,46,106
201-6068,Artigarvan Primary School ,BT820HN,Controlled,168,128,11,29,128,11,29,128,11,29,128,11,29,BT820HN,54.855847,-7.407479,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,129.6148139681572,128,11,29
201-6071,Greenhaw Primary School ,BT488BA,Controlled,324,7,301,16,7,301,16,7,301,16,7,301,16,BT488BA,55.021889,-7.317524,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,180,7,301,16
201-6089,Gibson Primary School ,BT797EG,Controlled,327,179,64,84,179,64,84,179,64,84,179,64,84,BT797EG,54.604154,-7.29572,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,180.83141320025123,179,64,84
201-6102,Tempo Primary School ,BT943LU,Controlled,81,52,*,#,52,0,25,52,2,27,52,4,29,BT943LU,54.377149,-7.461287,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,90,52,0-4,25-29
201-6124,Ashlea Primary School ,BT473QT,Controlled,101,92,0,9,92,0,9,92,0,9,92,0,9,BT473QT,54.973507,-7.287503,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,100.4987562112089,92,0,9
201-6127,Maguiresbridge Primary School ,BT944PJ,Controlled,125,106,*,#,106,0,15,106,2,17,106,4,19,BT944PJ,54.301344,-7.481555,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,111.80339887498948,106,0-4,15-19
201-6151,Irvinestown Primary School ,BT941DY,Controlled,162,104,26,32,104,26,32,104,26,32,104,26,32,BT941DY,54.472202,-7.642599,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,127.27922061357856,104,26,32
201-6152,Enniskillen Model Primary School ,BT746HZ,Controlled,423,224,68,131,224,68,131,224,68,131,224,68,131,BT746HZ,54.341165,-7.620475,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,205.66963801203133,224,68,131
201-6184,Lack Primary School ,BT930BU,Controlled,25,#,0,*,21,0,0,23,0,2,25,0,4,BT930BU,54.546551,-7.579352,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,50,21-25,0,0-4
201-6203,Lisnagelvin Primary School ,BT475QZ,Controlled,567,293,97,177,293,97,177,293,97,177,293,97,177,BT475QZ,54.99271,-7.290194,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,238.11761799581316,293,97,177
201-6218,Lisbellaw Primary School ,BT945BF,Controlled,211,180,*,#,180,0,27,180,2,29,180,4,31,BT945BF,54.313563,-7.541601,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,145.25839046333948,180,0-4,27-31
201-6262,Newtownstewart Model Primary School ,BT784EX,Controlled,64,48,0,16,48,0,16,48,0,16,48,0,16,BT784EX,54.717583,-7.393252,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,80,48,0,16
201-6372,Cumber Claudy Primary School ,BT474HX,Controlled,151,121,9,21,121,9,21,121,9,21,121,9,21,BT474HX,54.911407,-7.16597,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,122.88205727444507,121,9,21
201-6395,Gortin Primary School ,BT798QB,Controlled,67,56,*,#,56,0,7,56,2,9,56,4,11,BT798QB,54.721979,-7.232268,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,81.85352771872451,56,0-4,07-Nov
201-6426,Limavady Central Primary School ,BT490NB,Controlled,326,218,28,80,218,28,80,218,28,80,218,28,80,BT490NB,55.040775,-6.937312,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,180.55470085267788,218,28,80
205-6442,Sion Mills Primary School ,BT829HP,Controlled,235,61,160,14,61,160,14,61,160,14,61,160,14,BT829HP,54.784039,-7.47395,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,153.29709716755892,61,160,14
201-6564,Fountain Primary School ,BT486RE,Controlled,72,48,5,19,48,5,19,48,5,19,48,5,19,BT486RE,54.992945,-7.320312,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,84.85281374238569,48,5,19
201-6645,Bready Jubilee Primary School ,BT820DN,Controlled,123,101,*,#,101,0,18,101,2,20,101,4,22,BT820DN,54.922304,-7.424609,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,110.90536506409418,101,0-4,18-22
201-6656,Drumrane Primary School,BT474NL,Controlled,140,120,*,#,120,0,16,120,2,18,120,4,20,BT474NL,54.969592,-6.939161,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,118.32159566199232,120,0-4,16-20
201-6663,Cooley Primary School ,BT799DH,Controlled,102,83,12,7,83,12,7,83,12,7,83,12,7,BT799DH,54.556212,-7.124179,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,100.99504938362077,83,12,7
201-6700,Gaelscoil Neachtain ,BT474RF,Controlled,149,0,#,*,0,145,0,0,147,2,0,149,4,BT474RF,54.960912,-6.920609,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,122.06555615733703,0,145-149,0-4
201-6701,Ardstraw Jubilee Primary School ,BT784LA,Controlled,85,55,0,30,55,0,30,55,0,30,55,0,30,BT784LA,54.730514,-7.437064,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,92.19544457292886,55,0,30
203-0364,Rosemount Primary School ,BT489DD,Roman Catholic Maintained,380,0,374,6,0,374,6,0,374,6,0,374,6,BT489DD,55.00123,-7.333908,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,194.93588689617926,0,374,6
203-0373,Nazareth House Primary School ,BT486UN,Roman Catholic Maintained,235,0,#,*,0,231,0,0,233,2,0,235,4,BT486UN,54.990118,-7.328968,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,153.29709716755892,0,231-235,0-4
203-0381,Holy Child Primary School ,BT489QQ,Roman Catholic Maintained,317,0,#,*,0,313,0,0,315,2,0,317,4,BT489QQ,54.995642,-7.345406,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,178.04493814764857,0,313-317,0-4
203-1828,St Patrick's Primary School ,BT943AD,Roman Catholic Maintained,184,0,176,8,0,176,8,0,176,8,0,176,8,BT943AD,54.354685,-7.561968,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,135.64659966250537,0,176,8
203-1863,Tattygar Primary School ,BT945GT,Roman Catholic Maintained,67,0,#,*,0,63,0,0,65,2,0,67,4,BT945GT,54.323129,-7.534164,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,81.85352771872451,0,63-67,0-4
203-1868,St Tierney's Primary School ,BT927JS,Roman Catholic Maintained,126,*,#,*,0,118,0,2,122,2,4,126,4,BT927JS,54.244237,-7.179598,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,112.24972160321825,0-4,118-126,0-4
203-1869,St Mary's Primary School ,BT928JJ,Roman Catholic Maintained,178,*,#,*,0,170,0,2,174,2,4,178,4,BT928JJ,54.176603,-7.361462,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,133.41664064126334,0-4,170-178,0-4
203-1874,St Patrick's Primary School ,BT936LR,Roman Catholic Maintained,124,0,#,*,0,120,0,0,122,2,0,124,4,BT936LR,54.423359,-7.825537,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,111.35528725660043,0,120-124,0-4
203-1876,St Mary's Primary School ,BT944HY,Roman Catholic Maintained,66,0,#,*,0,62,0,0,64,2,0,66,4,BT944HY,54.31662,-7.402704,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,81.24038404635961,0,62-66,0-4
203-1880,St Ninnidh's Primary School ,BT929JZ,Roman Catholic Maintained,143,*,#,*,0,135,0,2,139,2,4,143,4,BT929JZ,54.195598,-7.586252,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,119.58260743101398,0-4,135-143,0-4
203-1884,St Mary's Primary School ,BT923ET,Roman Catholic Maintained,88,0,#,*,0,84,0,0,86,2,0,88,4,BT923ET,54.255454,-7.69017,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,93.8083152,0,84-88,0-4
203-1887,St John the Baptist Primary School ,BT933DP,Roman Catholic Maintained,27,*,#,0,0,23,0,2,25,0,4,27,0,BT933DP,54.466277,-8.0356,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,51.96152422706632,0-4,23-27,0
203-1890,St Mary's Primary School ,BT922AB,Roman Catholic Maintained,142,0,#,*,0,138,0,0,140,2,0,142,4,BT922AB,54.290964,-7.669003,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,119.16375287812984,0,138-142,0-4
203-1895,St Mary's Primary School ,BT944RG,Roman Catholic Maintained,151,0,#,*,0,147,0,0,149,2,0,151,4,BT944RG,54.289934,-7.464837,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,122.88205727444507,0,147-151,0-4
203-1897,Killyhommon Primary School ,BT748BZ,Roman Catholic Maintained,70,*,#,*,0,62,0,2,66,2,4,70,4,BT748BZ,54.363711,-7.803869,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,83.66600265340756,0-4,62-70,0-4
203-1898,St Paul's Primary School ,BT941EY,Roman Catholic Maintained,247,6,241,0,6,241,0,6,241,0,6,241,0,BT941EY,54.474003,-7.646918,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,157.1623364550171,6,241,0
203-1901,St Ronan's Primary School ,BT920LA,Roman Catholic Maintained,364,0,358,6,0,358,6,0,358,6,0,358,6,BT920LA,54.260906,-7.452585,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,190.78784028338913,0,358,6
203-2212,Glendermott Primary School ,BT473QZ,Roman Catholic Maintained,202,*,194,#,0,194,4,2,194,6,4,194,8,BT473QZ,54.965896,-7.266061,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,142.12670403551894,0-4,194,04-Aug
203-2263,St Canice's Primary School ,BT474TW,Roman Catholic Maintained,93,0,#,*,0,89,0,0,91,2,0,93,4,BT474TW,54.8857,-7.015088,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,96.43650760992955,0,89-93,0-4
203-2278,Broadbridge Primary School ,BT473PG,Roman Catholic Maintained,420,*,399,#,0,399,17,2,399,19,4,399,21,BT473PG,55.027708,-7.179036,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,204.93901531919195,0-4,399,17-21
203-2286,St Matthew's Primary School ,BT490PX,Roman Catholic Maintained,104,*,#,*,0,96,0,2,100,2,4,104,4,BT490PX,54.985183,-6.856552,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,101.9803902718557,0-4,96-104,0-4
203-2287,Termoncanice Primary School ,BT499BH,Roman Catholic Maintained,509,0,501,8,0,501,8,0,501,8,0,501,8,BT499BH,55.046781,-6.951358,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,225.61028345356956,0,501,8
203-2294,St Mary's Primary School ,BT474DP,Roman Catholic Maintained,133,0,#,*,0,129,0,0,131,2,0,133,4,BT474DP,54.867191,-7.077576,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,115.32562594670796,0,129-133,0-4
203-2573,St Brigid's Primary School ,BT799JA,Roman Catholic Maintained,38,0,#,*,0,34,0,0,36,2,0,38,4,BT799JA,54.524815,-7.085406,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,61.64414002968976,0,34-38,0-4
203-2603,Tummery Primary School ,BT783JZ,Roman Catholic Maintained,29,0,#,*,0,25,0,0,27,2,0,29,4,BT783JZ,54.494715,-7.522985,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,53.85164807134504,0,25-29,0-4
203-2607,St Mary's Primary School ,BT797LT,Roman Catholic Maintained,329,0,320,9,0,320,9,0,320,9,0,320,9,BT797LT,54.60895,-7.269869,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,181.38357147217053,0,320,9
203-2628,Knocknagor Primary School ,BT783TX,Roman Catholic Maintained,45,0,#,*,0,41,0,0,43,2,0,45,4,BT783TX,54.492553,-7.554537,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,67.08203932,0,41-45,0-4
203-2662,St Brigid's Primary School ,BT797PT,Roman Catholic Maintained,66,0,#,*,0,62,0,0,64,2,0,66,4,BT797PT,54.651132,-7.172937,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,81.24038404635961,0,62-66,0-4
203-2676,St Patrick's Primary School ,BT798PU,Roman Catholic Maintained,83,0,#,*,0,79,0,0,81,2,0,83,4,BT798PU,54.716106,-7.228345,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,91.10433579144299,0,79-83,0-4
203-2677,Drumlish Primary School ,BT783BJ,Roman Catholic Maintained,28,0,#,*,0,24,0,0,26,2,0,28,4,BT783BJ,54.543814,-7.45424,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,52.91502622129181,0,24-28,0-4
203-2682,St Eugene's Primary School ,BT829JH,Roman Catholic Maintained,65,*,#,*,0,57,0,2,61,2,4,65,4,BT829JH,54.759388,-7.457354,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,80.62257748298549,0-4,57-65,0-4
203-2684,St Lawrence's Primary School ,BT782NR,Roman Catholic Maintained,243,0,#,*,0,239,0,0,241,2,0,243,4,BT782NR,54.493603,-7.323812,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,155.88457268119896,0,239-243,0-4
203-2685,St Brigid's Primary School ,BT798LR,Roman Catholic Maintained,24,0,#,*,0,20,0,0,22,2,0,24,4,BT798LR,54.780986,-7.08428,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,48.98979485566356,0,20-24,0-4
203-2688,St Eugene's Primary School ,BT797SN,Roman Catholic Maintained,22,0,#,*,0,18,0,0,20,2,0,22,4,BT797SN,54.676899,-7.283284,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,46.9041576,0,18-22,0-4
203-2694,St Caireall's Primary School ,BT817XF,Roman Catholic Maintained,128,*,#,*,0,120,0,2,124,2,4,128,4,BT817XF,54.689938,-7.70262,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,113.13708498984761,0-4,120-128,0-4
203-2700,St Joseph's Primary School ,BT784QY,Roman Catholic Maintained,140,0,#,*,0,136,0,0,138,2,0,140,4,BT784QY,54.611889,-7.488989,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,118.32159566199232,0,136-140,0-4
203-2704,St Ronan's Recarson Primary School ,BT790NE,Roman Catholic Maintained,119,0,#,*,0,115,0,0,117,2,0,119,4,BT790NE,54.595891,-7.235386,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,109.08712114635713,0,115-119,0-4
203-2705,St Patrick's Primary School ,BT782RJ,Roman Catholic Maintained,110,0,#,*,0,106,0,0,108,2,0,110,4,BT782RJ,54.484556,-7.201639,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,104.88088481701516,0,106-110,0-4
203-2721,Sacred Heart Primary School ,BT781LA,Roman Catholic Maintained,74,0,#,*,0,70,0,0,72,2,0,74,4,BT781LA,54.537255,-7.294308,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,86.02325267042627,0,70-74,0-4
203-2723,Roscavey Primary School ,BT790RE,Roman Catholic Maintained,60,0,#,*,0,56,0,0,58,2,0,60,4,BT790RE,54.508016,-7.161058,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,77.45966692414834,0,56-60,0-4
203-2730,St Columba's Primary School ,BT829QY,Roman Catholic Maintained,105,0,#,*,0,101,0,0,103,2,0,105,4,BT829QY,54.793982,-7.530534,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,102.46950765959598,0,101-105,0-4
203-2731,St Teresa's Primary School ,BT799LG,Roman Catholic Maintained,183,0,#,*,0,179,0,0,181,2,0,183,4,BT799LG,54.627131,-7.10262,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,135.27749258468683,0,179-183,0-4
203-2737,St Colmcille's Primary School ,BT799BE,Roman Catholic Maintained,405,0,#,*,0,401,0,0,403,2,0,405,4,BT799BE,54.598316,-7.035423,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,201.24611797498108,0,401-405,0-4
203-3706,Faughanvale Primary School ,BT473EE,Roman Catholic Maintained,163,0,#,*,0,159,0,0,161,2,0,163,4,BT473EE,55.025393,-7.10922,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,127.67145334803703,0,159-163,0-4
203-3708,St Aidan's Primary School Magilligan,BT490LL,Roman Catholic Maintained,64,*,#,*,0,56,0,2,60,2,4,64,4,BT490LL,55.151115,-6.90718,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,80,0-4,56-64,0-4
203-6008,St Patrick's Primary School ,BT784AQ,Roman Catholic Maintained,104,0,#,*,0,100,0,0,102,2,0,104,4,BT784AQ,54.715358,-7.379801,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,101.9803902718557,0,100-104,0-4
203-6032,St John's Primary School ,BT489PJ,Roman Catholic Maintained,436,*,#,*,0,428,0,2,432,2,4,436,4,BT489PJ,54.995505,-7.338315,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,208.80613017821102,0-4,428-436,0-4
203-6045,St Canice's Primary School ,BT474SE,Roman Catholic Maintained,282,0,#,*,0,278,0,0,280,2,0,282,4,BT474SE,54.922312,-6.91358,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,167.92855623746664,0,278-282,0-4
203-6069,St Anne's Primary School ,BT480EY,Roman Catholic Maintained,384,0,#,*,0,380,0,0,382,2,0,384,4,BT480EY,55.005322,-7.333246,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,195.95917942265424,0,380-384,0-4
203-6070,St Joseph's Primary School ,BT930HA,Roman Catholic Maintained,153,0,141,12,0,141,12,0,141,12,0,141,12,BT930HA,54.53127,-7.658811,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,123.6931687685298,0,141,12
203-6082,St Colmcille's Primary School ,BT474HR,Roman Catholic Maintained,264,*,254,#,0,254,6,2,254,8,4,254,10,BT474HR,54.912439,-7.156686,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,162.48076809271922,0-4,254,06-Oct
203-6084,Steelstown Primary School ,BT488EX,Roman Catholic Maintained,455,*,#,*,0,447,0,2,451,2,4,455,4,BT488EX,55.027308,-7.308315,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,213.3072900770154,0-4,447-455,0-4
203-6085,St Peter's & St Paul's Primary School ,BT474PJ,Roman Catholic Maintained,57,*,#,*,0,49,0,2,53,2,4,57,4,BT474PJ,54.92985,-7.030482,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,75.49834435,0-4,49-57,0-4
203-6090,St Naile's Primary School ,BT924FJ,Roman Catholic Maintained,102,0,#,*,0,98,0,0,100,2,0,102,4,BT924FJ,54.226683,-7.645845,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,100.99504938362077,0,98-102,0-4
203-6094,St Patrick's Primary School ,BT817EE,Roman Catholic Maintained,313,*,300,#,0,300,9,2,300,11,4,300,13,BT817EE,54.716013,-7.596249,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,176.91806012954132,0-4,300,Sep-13
203-6095,St Mary's Primary School ,BT820BE,Roman Catholic Maintained,156,0,#,*,0,152,0,0,154,2,0,156,4,BT820BE,54.88006,-7.415771,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,124.89995996796796,0,152-156,0-4
203-6097,St Peter's Primary School ,BT798AF,Roman Catholic Maintained,74,*,#,*,0,66,0,2,70,2,4,74,4,BT798AF,54.768753,-7.253756,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,86.02325267042627,0-4,66-74,0-4
203-6105,St Martin's Primary School ,BT934AE,Roman Catholic Maintained,104,*,#,*,0,96,0,2,100,2,4,104,4,BT934AE,54.419779,-8.088937,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,101.9803902718557,0-4,96-104,0-4
